movie_code,title,title_Eng,show_time,produce_year,open_date,produce_state,type,nation,genre,director,actor,show_type,watch_grade
20182901,S걸의 덫,Body Electric,63,2017,20180410,개봉,장편,브라질,멜로/로맨스,그레고리 하타나카,,"2D,디지털",청소년관람불가
20170590,1987,1987: When the Day Comes,129,2017,20171227,개봉,장편,한국,드라마,장준환,김윤석/하정우/유해진/김태리/박희순/이희준/강동원/설경구/여진구/유정호/윤재국/지웅배/정재윤/이가영/이동욱/이동희/이상준/이태형/최광일/강동원/문소리/문소리/문성근/김원진/남민우/이주영/임병우/김시은,"2D,디지털/2D,디지털 영문자막/2D,디지털 배리어프리",15세이상관람가
20163879,슬랙 베이: 바닷가 마을의 비밀,SLACK BAY,122,2016,20180405,개봉,장편,프랑스,미스터리/코미디,브루노 뒤몽,줄리엣 비노쉬/파브리스 루치니/발레리아 브루니 테데스키,"2D,디지털",청소년관람불가
20183121,선생님!... 좋아해도 될까요?,My Teacher,112,2017,20180406,개봉,장편,일본,드라마/멜로/로맨스,미키 타카히로,히로세 스즈/이쿠타 토마,"2D,디지털",12세이상관람가
20181565,트래쉬 파이어,TRASH FIRE,94,2016,20180214,개봉,장편,미국,공포(호러)/코미디/멜로/로맨스,리처드 베이츠 주니어,아드리언 그레니어/피오눌라 플래너건,"2D,디지털",청소년관람불가
20177473,비밥바룰라,Be-Bop-A-Lula,97,2018,20180124,개봉,장편,한국,코미디,이성재,박인환/신구/임현식/윤덕용/김인권/이채은/이은우/최선자/성병숙,"2D,디지털/2D,디지털 배리어프리",12세이상관람가
20183022,이모의 유혹-무삭제,,103,2017,20180406,개봉,장편,한국,멜로/로맨스,김경택,,"2D,디지털",청소년관람불가
20181567,헬버스,Bus Party to Hell,81,2017,20180405,개봉,장편,미국,공포(호러),롤프 카네프스키,타라 레이드/드배니 핀,"2D,디지털",청소년관람불가
20181568,킬러 도너츠,Attack of the Killer Donuts,85,2016,20180405,개봉,장편,미국,공포(호러)/코미디,스콧 휠러,,"2D,디지털",청소년관람불가
20181786,부라더 2018,Good Time Max,74,2007,20180405,개봉,장편,미국,드라마,제임스 프랭코,제임스 프랭코,"2D,디지털",청소년관람불가
20175785,무간지옥,Purgatoryo,80,2016,20180405,개봉,장편,필리핀,범죄/드라마,로데릭 카브리도,,"2D,디지털",청소년관람불가
20175832,일주일 그리고 하루,One Week and a Day,97,2016,20180405,개봉,장편,이스라엘,드라마/코미디,아사프 폴론스키,샤이 아비비/이브게니아 도디나/토머 카폰,"2D,디지털",15세이상관람가
20189946,중학교 동창 유부녀,Hitoduma Tosatsu,62,2016,20180405,개봉,장편,일본,성인물(에로),우스바시 수이,,"2D,디지털",청소년관람불가
20181799,새오빠2,,70,2018,20180405,개봉,장편,한국,멜로/로맨스,조태호,,"2D,디지털",청소년관람불가
20182021,번개맨과 신비의 섬,Lightning Man and The Mystery Island,69,2017,20180405,개봉,장편,한국,가족/뮤지컬,김지열,서홍석/유수호/최오식/이상철/김수미,"2D,디지털",전체관람가
20179569,바람의 색,Colors of Wind,119,2017,20180405,개봉,장편,일본,판타지/멜로/로맨스,곽재용,후루카와 유우키/후지이 타케미,"2D,디지털",12세이상관람가
20153447,바람 바람 바람,What a Man Wants,100,2017,20180405,개봉,장편,한국,코미디,이병헌,이성민/신하균/송지효/이엘/장영남/고준,"2D,디지털",청소년관람불가
20189955,미인 아내의 절대복종,Saimin Chokyo,61,2016,20180405,개봉,장편,일본,성인물(에로),우스바시 수이,,"2D,디지털",청소년관람불가
20182442,미녀 방문 마사지사,Delivery Massage Owned by Sexy Housewife,58,2017,20180405,개봉,장편,일본,성인물(에로),후지타 이쿠로,,"2D,디지털",청소년관람불가
20181561,덕구,Stand by Me,91,2017,20180405,개봉,장편,한국,드라마,방수인,이순재/정지훈/장광/성병숙/차순배/박지윤,"2D,디지털",전체관람가
20189962,다다미방의 유부녀,Batsuichi Onna to Kurasu,63,2016,20180405,개봉,장편,일본,성인물(에로),마스부치 가키토,,"2D,디지털",청소년관람불가
20189947,내남자의 모든것,Chunen Otoko ni Koishita Watashi,63,2016,20180405,개봉,장편,일본,성인물(에로),마스부치 가키토,,"2D,디지털",청소년관람불가
20182443,귀파주는 밀실가게,Dirty Ear Cleaner Doll in Akihabara,61,2017,20180405,개봉,장편,일본,성인물(에로),가토 마사키,,"2D,디지털",청소년관람불가
20189961,거유 관능소설작가,Jyoryu Kanno Shosetsuka,63,2016,20180405,개봉,장편,일본,성인물(에로),마스부치 가키토,,"2D,디지털",청소년관람불가
20182444,아이다,Aida,167,2017,20180404,개봉,장편,독일,공연/드라마/멜로/로맨스,시린 네샤트,안나 네트렙코,"필름/2D,디지털",전체관람가
20178424,레이디 버드,Lady Bird,94,2017,20180404,개봉,장편,미국,코미디/드라마,그레타 거윅,시얼샤 로넌/로리 멧칼프/트레이시 렛츠,"2D,디지털",15세이상관람가
20183177,아내의 섹스 프랜드,Dual life,61,2017,20180403,개봉,장편,일본,드라마,긴다이치 코고로,미하라 호노카,"2D,디지털",청소년관람불가
20182891,맛있는 유혹,,60,2018,20180403,개봉,장편,한국,멜로/로맨스,이민,,"2D,디지털",청소년관람불가
20183188,도쿄에 사는 맑은 슬림녀,Tokyo whore,61,2016,20180403,개봉,장편,일본,드라마,호리이 아야,코이케 마나미,"2D,디지털",청소년관람불가
20183176,내 아내의 친구,Sexless,60,2016,20180403,개봉,장편,일본,드라마,호리이 아야,요시다 치에,"2D,디지털",청소년관람불가
20174964,빛나는,Radiance,101,2017,20171123,개봉,장편,일본/프랑스,멜로/로맨스/드라마,가와세 나오미,나가세 마사토시/미사키 아야메,"2D,디지털",12세이상관람가
20176049,패터슨,Paterson,118,2016,20171221,개봉,장편,프랑스/독일/미국,드라마,짐 자무쉬,아담 드라이버/골시프테 파라하니,"2D,디지털",12세이상관람가
20181621,막달라 마리아: 부활의 증인,Mary Magdalene,119,2018,20180328,개봉,장편,영국,드라마,가스 데이비스,루니 마라/호아킨 피닉스/치웨텔 에지오포/아리안 라베드,"2D,디지털",12세이상관람가
20173932,로마서 8:37,Romans 8:37,133,2016,20171116,개봉,장편,한국,드라마,신연식,이현호/서동갑/조성우/허연정/홍성춘/박명신/전경수/이지민/최홍일/최종률/김다흰/김하연/이승훈/이현호/임수현,"2D,디지털",15세이상관람가
20174838,기적의 피아노,Anything is Possible,93,2013,20171023,개봉,장편,미국,가족/드라마,드미트리어스 나바로,조나단 베넷,"2D,디지털",전체관람가
20175441,채비,The Preparation,114,2017,20171109,개봉,장편,한국,드라마,조영준,고두심/김성균/유선/박철민/김희정/신세경/마현/박세준/박소연/박소정/박지윤/박혜영/송국진/양태열/유지연/한지호/이태규/김남언,"2D,디지털/2D,디지털 배리어프리",12세이상관람가
20175943,주키퍼스 와이프,The Zookeeper's wife,126,2017,20171012,개봉,장편,미국/영국,드라마/전쟁,니키 카로,제시카 차스테인/다니엘 브륄/요한 헬덴베르그,"2D,디지털",12세이상관람가
20182661,선셋 파크,Sunset Park,88,2017,20180321,개봉,장편,미국,액션/범죄/드라마,제이슨 사레이,로버트 미아노/샘 더글라스,"2D,디지털",청소년관람불가
20181547,드래곤 기사단,THE KNIGHTS OF THE DAMNED,87,2017,20180331,개봉,장편,영국,판타지/액션/어드벤처,사이먼 웰스,로스 오헤네시/벤 로이드-홈즈/실비오 시맥,"2D,디지털",15세이상관람가
20161799,행복 목욕탕,Her Love Boils Bathwater,125,2016,20170323,개봉,장편,일본,가족/드라마,나카노 료타,미야자와 리에/스기사키 하나/오다기리 죠/이토 아오이,"2D,디지털",12세이상관람가
20182322,엑소시스트: 사탄의 부활,Family Possessions,110,2016,20180330,개봉,장편,미국,공포(호러),토미 페어클로스,펠리사 로즈,"2D,디지털",15세이상관람가
20182862,쾌락의 밀실 무삭제,,87,2017,20180329,개봉,장편,한국,멜로/로맨스/스릴러,김경훈,,"2D,디지털",청소년관람불가
20182742,제주도 야한밤,,78,2018,20180329,개봉,장편,한국,,박은석,,"2D,디지털",청소년관람불가
20182985,섹스 인 더 게임,,75,2017,20180328,개봉,장편,한국,,신성진,,"2D,디지털",청소년관람불가
20173342,첫경험 - 무삭제판,,94,2017,20180326,개봉,장편,한국,멜로/로맨스,김태수,,"2D,디지털",청소년관람불가
20182925,어린 엄마 - 무삭제판,,90,2017,20180326,개봉,장편,한국,멜로/로맨스,계장혁,,"2D,디지털",청소년관람불가
20182663,착한 새엄마 -무삭제판,,71,2017,20180326,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182642,부부교환의 날: 젊은 사모님을 탐하다,,62,2017,20180326,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182662,부부교환섹스 3,,64,2017,20180326,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182664,내 이웃의 아내 3 (무삭제),,72,2017,20180326,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182889,왕을 참하라 무삭제판,,125,2017,20180321,개봉,장편,한국,드라마,김재수,강연정/강윤/추석영/김학철/이영범,"2D,디지털",청소년관람불가
20181021,스크램블,SCRAMBLE,102,2017,20180314,개봉,장편,미국,액션/스릴러/범죄,,,"2D,디지털",청소년관람불가
20182383,성판17: 남자들의 17가지 성적 판타지 무삭제판,,86,2017,20180312,개봉,장편,한국,기타,송은주,,"2D,디지털",청소년관람불가
20181581,13일의 금요일: 더 파이널,The 13th Friday,95,2017,20180309,개봉,장편,미국,공포(호러)/스릴러,저스틴 프라이스,,"2D,디지털",청소년관람불가
20182081,걸스 나잇,All Girls Weekend,85,2016,20180309,개봉,장편,미국,액션/공포(호러)/어드벤처,루 사이먼,,"2D,디지털",청소년관람불가
20182324,친구엄마: 이혼한 그녀의 남자가 되던 날 (무삭제),,74,2017,20180309,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182272,젊은 형수님: 형의 여자를 탐하다 -무삭제판,,73,2017,20180309,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182274,작은 엄마 2: 삼촌의 여자들 (무삭제),,76,2017,20180309,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20162875,탐정 당인: 차이나타운 살인사건,Detective Chinatown,135,2015,20180308,개봉,장편,중국,액션,진사성,왕보강/류호연,"2D,디지털",15세이상관람가
20178143,애국청년 변희재,,72,2017,20180308,개봉,장편,한국,다큐멘터리,강의석,,"2D,디지털",15세이상관람가
20181782,내딸 : 아찔한 동거,,65,2018,20180308,개봉,장편,한국,,최석원,,"2D,디지털",청소년관람불가
20175733,행성탈출: 최후의 전쟁,LAST SCOUT,107,2017,20180308,개봉,장편,영국,SF,사이몬 필립스,,"2D,디지털",15세이상관람가
20180363,디노타샤 어드벤처,JURASSIC SCHOOL,84,2017,20180307,개봉,장편,미국,코미디/드라마/가족,마크 앳킨스,,"2D,디지털",전체관람가
20181462,라 트라비아타,La Traviata,110,1981,20180304,개봉,장편,독일,공연,프랑코 제피렐리,플라시도 도밍고,"필름/2D,디지털",12세이상관람가
20182042,수상한 진료실: 엄마친구의 특별한 치료,,62,2017,20180306,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182062,내 친구의 아내 3 (무삭제),,77,2017,20180306,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20182063,내 엄마의 친구: 완숙한 육체를 탐하다,,60,2017,20180306,개봉,장편,한국,멜로/로맨스,강정훈,,"2D,디지털",청소년관람불가
20171043,삼인행: 생존 게임,Three,88,2016,20180309,개봉,장편,홍콩/중국,범죄/액션,두기봉,고천락/조미/종한량/장조휘,"2D,디지털",15세이상관람가
20177485,노르마,Norma,201,2017,20180303,개봉,장편,미국,공연,,,"2D,디지털",전체관람가
20181022,마이애미 드라이버,SIJI:DRIVER,87,2017,20180302,개봉,장편,미국,범죄/드라마,,,"2D,디지털",15세이상관람가
20180601,위자 엑소시즘,THE OUIJA EXORCISM,86,2015,20180301,개봉,장편,미국,공포(호러),,,"2D,디지털",청소년관람불가
20189426,발칙한 동거 무삭제,,93,2017,20180301,개봉,장편,한국,,오재학,,"2D,디지털",청소년관람불가
20170343,프렌치 커넥션: 마약수사,The Connection,135,2014,20180330,개봉,장편,프랑스,범죄/액션,세드릭 히메네즈,장 뒤자르댕/질 를르슈/셀린느 살레테/멜라니 두티,"2D,디지털",15세이상관람가
20182337,사촌누나들,,60,2018,20180330,개봉,장편,한국,멜로/로맨스,이상민,시지미,"2D,디지털",청소년관람불가
20182343,두 부부의 정사,,62,2018,20180330,개봉,장편,한국,멜로/로맨스,이상민,하즈키 노조미,"2D,디지털",청소년관람불가
20175504,월하,Wol-ha : Very Bad Moon Rising,80,2017,20171220,개봉,장편,한국,공포(호러)/미스터리/스릴러,오인천,윤진영/정성훈/김준섭/오인천,"2D,디지털",15세이상관람가
20177349,완전범죄: 키드냅,The Entitled,91,2011,20180329,개봉,장편,캐나다,스릴러,아론 우들리,케빈 지거스/레이 리오타/로라 밴더부트/빅터 가버,"2D,디지털",15세이상관람가
20178322,"섹스 후, 5일간의 여행",Five Star Day,94,2010,20180329,개봉,장편,미국,드라마,대니 버데이,캠 지갠뎃/지나 말론,"2D,디지털",15세이상관람가
20181401,룸싸롱 여대생들,,72,2018,20180329,개봉,장편,한국,멜로/로맨스,조태호,,"2D,디지털",청소년관람불가
20167802,인투 더 나잇,Into the Night,94,2016,20180329,개봉,장편,한국,다큐멘터리/드라마,갈재민,차승우/박현준/김세영/최욱노/조훈/하선형,"2D,디지털",12세이상관람가
20182529,레전드 워리어,Jinn,93,2014,20180328,개봉,장편,미국,스릴러,아즈말 자히르 아메드,레이 파크,"2D,디지털",15세이상관람가
20166024,더 월,The Wall,73,2016,20180329,개봉,장편,노르웨이/아일랜드,다큐멘터리,데이빗 킨셀라,,"2D,디지털",15세이상관람가
20173838,야경 : 죽음의 택시,NIGHTSCAPE,71,2017,20171220,개봉,장편,한국,공포(호러)/미스터리/스릴러,오인천,주민하/정보름/정성훈/박건우/오인천,"2D,디지털",15세이상관람가
20172491,학생의 엄마 : 첫 섹스 하던 날 무삭제,,70,2017,20180328,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20172473,친구엄마 : 참을 수 없는 날  무삭제,,75,2017,20180328,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20173549,친구엄마 : 그녀의 밤기술 무삭제,,90,2017,20180328,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20182336,최신 유부녀 성노예,Hitoduma Sei Dorei An,64,2017,20180328,개봉,장편,일본,성인물(에로),우스바시 수이,,"2D,디지털",청소년관람불가
20182541,정사: 질투의 덫-무삭제판,,68,2017,20180328,개봉,장편,한국,멜로/로맨스,이민,,"2D,디지털",청소년관람불가
20183101,옆집 여자:처음엔 거부 나중엔 신음2,hurinnseikoui,54,2016,20180328,개봉,장편,일본,멜로/로맨스/드라마,토미 타로,,"2D,디지털",청소년관람불가
20183087,스와핑:아내가 다른 남자와 하고 있다,Suwappinngu rabu-tomaranai yokubou,64,2016,20180328,개봉,장편,일본,멜로/로맨스/드라마,네지메 지로,,"2D,디지털",청소년관람불가
20183088,발칙한 여자들:달아오른 옆집 여자와 친구 엄마,Hahano Kontakutorennzu,54,2017,20180328,개봉,장편,일본,멜로/로맨스/드라마,히로아키,호죠 마키,"2D,디지털",청소년관람불가
20178986,누나친구 : 이혼하고 온 날 무삭제,,70,2017,20180328,개봉,장편,한국,멜로/로맨스,이상민,미즈미 사키,"2D,디지털",청소년관람불가
20182335,극강 성감 마사지의 쾌감,Wakaduma Chokyo Shigan,63,2017,20180328,개봉,장편,일본,성인물(에로),우스바시 수이,,"2D,디지털",청소년관람불가
20183102,관음증:옆집여자,Nozokaretai wakazuma,54,2017,20180328,개봉,장편,일본,멜로/로맨스/드라마,오데라 슌고,,"2D,디지털",청소년관람불가
20176071,해피 어게인,The Bachelors,99,2017,20180328,개봉,장편,미국,드라마,커트 보엘커,J.K. 시몬스/줄리 델피/조쉬 위긴스/오데야 러쉬,"2D,디지털",15세이상관람가
20180804,곤지암,GONJIAM: Haunted Asylum,94,2017,20180328,개봉,장편,한국,공포(호러)/스릴러,정범식,위하준/박지현/오아연/문예원/박성훈/이승욱/유제윤,"2D,디지털",15세이상관람가
20182722,어린 여자: 맛있는 관음-무삭제판,,89,2018,20180327,개봉,장편,한국,멜로/로맨스,이민환,,"2D,디지털",청소년관람불가
20182353,거짓말 2018: 감독판,,85,2018,20180327,개봉,장편,한국,멜로/로맨스,이전,,"2D,디지털",청소년관람불가
20171122,레디 플레이어 원,Ready Player One,139,2018,20180328,개봉,장편,미국,액션/SF/어드벤처,스티븐 스필버그,마크 라이런스/사이먼 페그/올리비아 쿡/타이 쉐리던/벤 멘델슨/T.J. 밀러,"2D,디지털/3D 디지털/4D/IMAX 3D",12세이상관람가
20182988,료칸 여인들의 터지는 신음소리,A woman at an inn,68,2017,20180324,개봉,장편,일본,드라마,츠지 코우지,카토 츠바키,"2D,디지털",청소년관람불가
20182987,남편 몰래 날마다 신음하는 거유비서,Conditions of secretary,60,2017,20180324,개봉,장편,일본,드라마,긴다이치 코고로,,"2D,디지털",청소년관람불가
20173548,친구엄마 : 그녀의 밤기술,,74,2017,20170919,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20182401,블루라인,Blue Line,72,2017,20180322,개봉,장편,캐나다,액션/스릴러,제이콥 쿠니,톰 시즈모어/조던 래드/톰 데누치,"2D,디지털",15세이상관람가
20172802,여자의 일생,Une Vie,119,2016,20170406,개봉,장편,프랑스,멜로/로맨스,스테판 브리제,주디스 쳄라/장 피에르 다루셍/욜랭드 모로/니나 메리세/올리비에 페리에/클로틸드 헤스메/알랭 베이글/피네건 올드필드,"2D,디지털",15세이상관람가
20163186,단지 세상의 끝,It's Only the End of the World,99,2016,20170118,개봉,장편,캐나다/프랑스,드라마,자비에 돌란,나탈리 베이/뱅상 카셀/마리옹 꼬띠아르/레아 세이두/가스파르 울리엘,"2D,디지털",15세이상관람가
20154523,완벽한 거짓말,A Perfect Man,103,2014,20170824,개봉,장편,프랑스,스릴러,얀 고즐런,피에르 니네이/아나 지라르도/마크 바르베/앙드레 마르콩,"2D,디지털",15세이상관람가
20177601,프란츠,Frantz,113,2016,20170720,개봉,장편,프랑스,멜로/로맨스/드라마,프랑수아 오종,피에르 니네이/폴라 비어,"2D,디지털",12세이상관람가
20170421,아뉴스 데이,Agnus Dei,115,2016,20170330,개봉,장편,프랑스,드라마,앤 폰테인,루 드 라쥬,"2D,디지털",15세이상관람가
20182275,새디스트,Compulsion,84,2017,20180322,개봉,장편,영국,스릴러,크레이그 굿윌,애널리 팁튼/야콥 세더그렌,"2D,디지털",청소년관람불가
20175772,도시괴담,Terror 5,80,2016,20180322,개봉,장편,프랑스,공포(호러),세바스티안 로스타인/페데리코 로스타인,,"2D,디지털",청소년관람불가
20182355,알 카포네 스카페이스의 전설,GANGSTER LAND,88,2017,20180322,개봉,장편,미국,범죄/액션,티모시 우드워드 주니어,숀 패리스/마일로 깁슨/제이미 린 시글러,"2D,디지털",15세이상관람가
20174142,아이 캔 스피크,I Can Speak,118,2017,20170921,개봉,장편,한국,코미디,김현석,나문희/이제훈/박철민/염혜란/성유빈/김소진/이상희/정연주/이지훈/손숙/박준서/이승민/이정현/홍상원/황연희,"2D,디지털/2D,디지털 영문자막",12세이상관람가
20181062,어린 누나,,80,2018,20180307,개봉,장편,한국,멜로/로맨스,김태수,,"2D,디지털",청소년관람불가
20189942,핑크 침대의 변태성욕,Tsurutsurumankono Hentai Seiyoku,57,2016,20180322,개봉,장편,일본,성인물(에로),우스바시 수이,,"2D,디지털",청소년관람불가
20173995,타클라마칸,Taklamakan,106,2017,20180322,개봉,장편,한국,드라마,고은기,조성하/하윤경,"2D,디지털",청소년관람불가
20181762,영웅본색4,A Better Tomorrow 4,113,2017,20180322,개봉,장편,중국,액션/스릴러,딩성,왕대륙/왕카이,"2D,디지털",15세이상관람가
20181981,여자 하숙집2,,81,2018,20180322,개봉,장편,한국,멜로/로맨스,이리단,이채담,"2D,디지털",청소년관람불가
20175792,소림사: 전설의 고수,Devil Approaching,108,2017,20180322,개봉,장편,중국,사극/액션,도효,,"2D,디지털",15세이상관람가
20189943,미인 여교사와 실습,Found Blow Job Instructor at Driving School,61,2017,20180322,개봉,장편,일본,성인물(에로),사카모토 마사히로,,"2D,디지털",청소년관람불가
20170010,러블리 마드리드,Madrid 1987,104,2011,20180322,개봉,장편,스페인,드라마,데이빗 트루에바,마리아 발베르드,"2D,디지털",청소년관람불가
20175625,더 미드와이프,The Midwife,116,2017,20180322,개봉,장편,프랑스,드라마/코미디,마르탱 프로보스트,까뜨린느 프로/까뜨린느 드뇌브,"2D,디지털",15세이상관람가
20182667,처제,Daughter-in-law's sister ~,68,2016,20180320,개봉,장편,일본,드라마,긴다이치 코고로,사쿠라 미유키,"2D,디지털",청소년관람불가
20181402,작은 엄마 무삭제,,91,2017,20180320,개봉,장편,한국,멜로/로맨스,이리단,,"2D,디지털",청소년관람불가
20171372,일본 엄마 2 무삭제,,92,2017,20180320,개봉,장편,한국,멜로/로맨스,김무원,,"2D,디지털",청소년관람불가
20170028,일본 엄마 2,,80,2017,20171102,개봉,장편,한국,멜로/로맨스,김무원,,"2D,디지털",청소년관람불가
20174104,외출 2 무삭제,,81,2017,20180320,개봉,장편,한국,멜로/로맨스,곽영근,,"2D,디지털",청소년관람불가
20172867,여자들 : 섹스의 만족도 무삭제,,82,2017,20180320,개봉,장편,한국,멜로/로맨스/드라마,김부곤,,"2D,디지털",청소년관람불가
20182666,아내의 몸캠,Video letter from the wife,61,2016,20180320,개봉,장편,일본,드라마,크왓치,카자마 유미,"2D,디지털",청소년관람불가
20182665,신혼부부,Wants Children,60,2016,20180320,개봉,장편,일본,드라마,나카메구로 코우지,무카이 아이,"2D,디지털",청소년관람불가
20182365,가래떡의 맛: 감독판,,70,2018,20180320,개봉,장편,한국,멜로/로맨스,이전,,"2D,디지털",청소년관람불가
20174603,퍼시픽 림: 업라이징,Pacific Rim: Uprising,110,2018,20180321,개봉,장편,미국,액션/어드벤처/SF,스티븐 S. 드나이트,존 보예가/스콧 이스트우드/케일리 스패니/아드리아 아르조나/번 고먼/찰리 데이/경첨/키쿠치 린코,"2D,디지털/3D 디지털/4D/IMAX/IMAX 3D",15세이상관람가
20177847,애정소년 잔혹사,,84,2017,20171027,개봉,장편,한국,드라마,장기원,김영택/서현석/장기원/이상우,"2D,디지털",청소년관람불가
20172244,치즈인더트랩,Cheese in the Trap,116,2017,20180314,개봉,장편,한국,멜로/로맨스/스릴러,김제영,박해진/오연서/박기웅/유인영/오종혁/박산다라/문지윤/김현진/김도완,"2D,디지털",15세이상관람가
20174168,착한 엄마 무삭제,,91,2017,20180316,개봉,장편,한국,멜로/로맨스,이리단,,"2D,디지털",청소년관람불가
20182482,정사:아들의 아내,Iyarasiikannkei,50,2015,20180316,개봉,장편,일본,멜로/로맨스/드라마,나가에 타카미,,"2D,디지털",청소년관람불가
20182481,절정기:느끼는 여자들,SIOHUKI,54,2016,20180316,개봉,장편,일본,멜로/로맨스/드라마,나가에 타카미,,"2D,디지털",청소년관람불가
20182483,새아빠,Tuma ga ryokoutyuu ni gimusume to 2rikkiri ni nari sononesugata ni yokujyousite,69,2016,20180316,개봉,장편,일본,멜로/로맨스/드라마,네지메 지로,,"2D,디지털",청소년관람불가
20177931,매드맥스: 로드 워,Road Wars,89,2015,20180315,개봉,장편,미국,액션/SF,마크 앳킨스,필립 안드레 보텔로,"2D,디지털",15세이상관람가
20177328,원 나잇 리멤버,10 Years,100,2011,20180315,개봉,장편,미국,코미디/드라마,제이미 린든,채닝 테이텀/오스카 아이삭/로자리오 도슨,"2D,디지털",15세이상관람가
20150969,궁합,The Princess and the Matchmaker,109,2015,20180228,개봉,장편,한국,코미디/드라마,홍창표,심은경/이승기/김상경/연우진/강민혁/최우식/조복래/최민호/박선영/이한서,"2D,디지털",12세이상관람가
20165450,남한산성,The Fortress,140,2017,20171003,개봉,장편,한국,사극/드라마,황동혁,이병헌/김윤석/박해일/고수/박희순/조우진/박주운/박지원/백동현/서병철/장정국/이정호/이호중/권효민,"2D,디지털/2D,디지털 영문자막/2D,디지털 배리어프리",15세이상관람가
20169643,침묵,Heart Blackened,125,2017,20171102,개봉,장편,한국,드라마,정지우,최민식/박신혜/류준열/이하늬/박해준/조한철/이수경/박성희/박태강/박호산/송준/안성봉/채현우/이상철/이연/이정민/이정민/이태형/임승묵/박규영/남명렬,"2D,디지털",15세이상관람가
20150964,조작된 도시,Fabricated City,126,2016,20170209,개봉,장편,한국,범죄/액션,박광현,지창욱/심은경/안재홍/오정세/김상호/김민교/김기천/이하늬/박재민/박정환/박주현/박준규/박지홍/장민준/전영욱/정근수/정상문/신동호/신민철/정이삭/오준표/오지홍/조진규/윤성민/최경미/최경식/최창국/이민호/이민호/이상진/이석/이석/이수빈/한성관/이유진/이정훈/이정훈/이종혁/노남석/백승철,"2D,디지털/2D,디지털 배리어프리",15세이상관람가
20161726,임금님의 사건수첩,The King's Case Note,114,2016,20170426,개봉,장편,한국,코미디/어드벤처/액션,문현성,이선균/안재홍/김희원/주진모/장영남/경수진/정해인/조영진/박용균/박정민/박진욱/박형수/서병철/심상용/안용우/조제웅/유하나/윤기현/이상원/이승일/이승훈/이영호/이웅희/이재현/이재환/이정민/이주원/최용훈/김종훈,"2D,디지털/2D,디지털 배리어프리",12세이상관람가
20159647,리얼,REAL,137,2016,20170628,개봉,장편,한국,액션,이사랑,김수현/성동일/이성민/최진리/조우진/이경영/김홍파/정인겸/최권/한지은/문광무/박서준/장현도/전누리/최안나/이경민/이상훈/이선민/이선민/이성민/이세원/이수연/이정현/이태형/황수진/이형주/임지혜/고규필,"2D,디지털/2D,디지털 배리어프리",청소년관람불가
20168250,골든슬럼버,Golden Slumber,108,2017,20180214,개봉,장편,한국,범죄/드라마,노동석,강동원/김의성/한효주/김성균/김대명/윤계상/이준혁/정소민/최우식/유재명/차순배/김시은,"2D,디지털/2D,디지털 배리어프리",15세이상관람가
20181001,판타스틱 부니베어,Boonie Bears the Big Top Secret,88,2016,20180315,개봉,장편,중국,애니메이션/어드벤처,정량,조연우/신정훈/박상우/오은수/송영인/방지원,"2D,디지털더빙",전체관람가
20181721,크레이지 인 러브,Crazy in Love,71,2017,20180315,개봉,장편,프랑스,멜로/로맨스,재키 카투,,"2D,디지털",청소년관람불가
20177245,일진,,81,2017,20180315,개봉,장편,한국,액션,이수성,이승용/고진수/여주영/김민/지웅배,"2D,디지털",청소년관람불가
20189945,운전면허학원 여교사,Found Blow Job Instructor at Driving School 2,61,2017,20180315,개봉,장편,일본,성인물(에로),모리 신이치,,"2D,디지털",청소년관람불가
20180125,악의 도시,Septembers of Shiraz,110,2015,20180315,개봉,장편,미국,스릴러,웨인 블레어,애드리언 브로디/셀마 헤이엑/쇼레 아그다쉬루/나비드 아카반,"2D,디지털",15세이상관람가
20178449,쓰리 빌보드,"Three Billboards Outside Ebbing, Missouri",115,2017,20180315,개봉,장편,미국,코미디/범죄/드라마,마틴 맥도나,프란시스 맥도먼드/우디 해럴슨/샘 록웰/존 혹스/피터 딘클리지,"2D,디지털",15세이상관람가
20170344,스나이퍼,LA RESISTANCE DE L'AIR,98,2015,20180315,개봉,장편,프랑스,액션/스릴러,프레드 그리부아,레다 카텝/루디빈 사니에,"2D,디지털",15세이상관람가
20180761,내 친구 엄마,,80,2017,20180315,개봉,장편,한국,멜로/로맨스,이리단,,"2D,디지털",청소년관람불가
